CNPJ_FUNDO;DT_REG;CLASSE;DT_INI_CLASSE;DT_FIM_CLASSE
00.861.129/0001-94;2005-02-17;Fundo de Renda Fixa;2005-02-03;
00.861.131/0001-63;2005-03-31;Fundo de Renda Fixa;2005-03-18;
00.861.148/0001-10;2005-03-31;Fundo de Renda Fixa;2005-03-18;
00.863.981/0001-09;2005-03-30;Fundo de Ações;2005-03-16;
00.866.477/0001-54;2005-04-13;Fundo de Renda Fixa;2005-03-31;
00.868.977/0001-25;2005-02-15;Fundo Referenciado;2005-02-01;2012-12-07
00.868.977/0001-25;2005-02-15;Fundo de Renda Fixa;2012-12-07;
00.875.318/0001-16;2005-02-28;Fundo Referenciado;2005-02-14;2016-06-27
00.875.318/0001-16;2005-02-28;Fundo de Renda Fixa;2016-06-27;
00.875.330/0001-20;2005-03-07;Fundo Multimercado;2005-02-28;
00.885.758/0001-54;2005-03-10;Fundo de Renda Fixa;2005-02-28;2019-09-09
00.885.758/0001-54;2005-03-10;Fundo Multimercado;2019-09-09;2021-07-07
00.885.758/0001-54;2005-03-10;Fundo de Renda Fixa;2021-07-07;
00.885.760/0001-23;2005-04-07;Fundo Referenciado;2005-03-28;2016-03-08
00.885.760/0001-23;2005-04-07;Fundo de Renda Fixa;2016-03-08;
00.885.762/0001-12;2005-04-05;Fundo Referenciado;2005-03-28;2016-05-05
00.885.762/0001-12;2005-04-05;Fundo de Renda Fixa;2016-05-05;
00.885.779/0001-70;2005-03-08;Fundo de Renda Fixa;2005-02-28;
00.888.005/0001-00;2005-03-18;Fundo Multimercado;2005-03-04;
00.888.011/0001-50;2005-04-11;Fundo Multimercado;2005-03-31;
00.888.897/0001-31;2005-03-11;Fundo Multimercado;2005-03-11;
00.888.899/0001-20;2005-03-10;Fundo Multimercado;2005-03-10;
00.888.904/0001-03;2005-03-16;Fundo Multimercado;2005-03-16;
00.890.971/0001-54;2005-04-19;Fundo Multimercado;2005-03-15;
00.893.195/0001-46;2005-03-18;Fundo Referenciado;2005-03-16;
00.893.531/0001-50;2005-04-14;Fundo Multimercado;2005-03-31;
00.902.484/0001-64;2005-03-14;Fundo Referenciado;2005-03-11;2015-11-11
00.902.484/0001-64;2005-03-14;Fundo de Renda Fixa;2015-11-11;
00.906.044/0001-85;2005-03-21;Fundo de Ações;2005-03-11;
00.907.798/0001-50;2005-03-15;Fundo Referenciado;2005-03-04;
00.913.451/0001-10;2005-03-14;Fundo Multimercado;2005-03-08;
00.919.343/0001-54;2005-04-07;Fundo Multimercado;2005-03-31;
00.920.895/0001-82;2005-03-07;Fundo Multimercado;2005-02-28;
00.947.797/0001-39;2005-05-27;Fundo Multimercado;2005-04-26;2005-10-03
00.947.797/0001-39;2005-05-27;Fundo Referenciado;2005-10-03;
00.947.958/0001-94;2005-03-04;Fundo Multimercado;2005-02-28;
00.950.678/0001-35;2005-03-16;Fundo de Renda Fixa;2005-03-11;
00.957.049/0001-37;2005-03-23;Fundo Multimercado;2005-03-11;
00.963.517/0001-86;2005-03-22;Fundo Multimercado;2005-03-11;2010-09-02
00.963.517/0001-86;2005-03-22;Fundo de Renda Fixa;2010-09-02;
00.970.059/0001-02;2005-03-10;Fundo de Renda Fixa;2005-02-25;
00.970.074/0001-50;2005-02-11;Fundo de Renda Fixa;2005-01-28;2006-03-15
00.970.074/0001-50;2005-02-11;Fundo Referenciado;2006-03-15;2016-02-17
00.970.074/0001-50;2005-02-11;Fundo de Renda Fixa;2016-02-17;
00.972.195/0001-31;2005-03-17;Fundo de Renda Fixa;2005-03-08;
00.972.549/0001-48;2005-04-08;Fundo Multimercado;2005-03-31;
00.973.117/0001-51;2005-03-14;Fundo Multimercado;2005-03-11;
00.974.902/0001-29;2005-03-31;Fundo Multimercado;2005-03-30;
00.975.480/0001-06;2005-04-06;Fundo Referenciado;2005-03-28;2016-05-05
00.975.480/0001-06;2005-04-06;Fundo de Renda Fixa;2016-05-05;
00.975.485/0001-39;2005-04-06;Fundo Multimercado;2005-03-28;
00.977.449/0001-04;2005-02-01;Fundo de Renda Fixa;2005-01-28;2009-05-05
00.977.449/0001-04;2005-02-01;Fundo Multimercado;2009-05-05;2009-08-14
00.977.449/0001-04;2005-02-01;Fundo de Renda Fixa;2009-08-14;
00.978.119/0001-33;2005-03-16;Fundo Referenciado;2005-03-14;2012-05-08
00.978.119/0001-33;2005-03-16;Fundo de Renda Fixa;2012-05-08;
00.978.278/0001-38;2005-03-18;Fundo Multimercado;2005-03-17;
00.979.105/0001-34;2005-03-23;Fundo de Ações;2005-03-11;
00.979.181/0001-40;2005-03-10;Fundo de Renda Fixa;2005-02-25;
00.979.992/0001-40;2005-03-22;Fundo de Ações;2005-03-11;
00.979.996/0001-29;2005-01-17;Fundo de Renda Fixa;2005-01-03;2005-09-15
00.979.996/0001-29;2005-01-17;Fundo Referenciado;2005-09-15;
00.982.697/0001-43;2005-04-07;Fundo de Renda Fixa;2005-03-31;
00.985.509/0001-30;2005-04-01;Fundo Cambial;2005-03-21;2007-08-03
00.985.509/0001-30;2005-04-01;Fundo Multimercado;2007-08-03;
00.993.996/0001-83;2005-04-13;Fundo Multimercado;2005-03-31;
00.996.200/0001-46;2005-03-19;Fundo Multimercado;2005-03-18;2016-12-01
00.996.200/0001-46;2005-03-19;Fundo de Ações;2016-12-01;
00.999.008/0001-03;2005-02-15;Fundo Referenciado;2005-02-01;
00.999.013/0001-16;2005-03-24;Fundo Multimercado;2005-03-11;
00.999.014/0001-60;2005-03-16;Fundo Multimercado;2005-03-11;
01.004.714/0001-30;2005-03-15;Fundo de Ações;2005-03-01;
01.023.194/0001-03;2005-04-06;Fundo de Renda Fixa;2005-03-28;2008-07-25
01.023.194/0001-03;2005-04-06;Fundo de Curto Prazo;2008-07-25;2016-05-09
01.023.194/0001-03;2005-04-06;Fundo de Renda Fixa;2016-05-09;
01.038.163/0001-26;2005-03-17;Fundo Multimercado;2005-03-17;
01.040.300/0001-67;2005-03-22;Fundo Cambial;2005-03-11;
01.045.435/0001-15;2005-03-16;Fundo Multimercado;2005-03-14;
01.045.437/0001-04;2005-03-16;Fundo Multimercado;2005-03-14;
01.049.001/0001-93;2005-02-16;Fundo Multimercado;2005-01-31;
01.051.133/0001-50;2005-04-06;Fundo Multimercado;2005-03-28;
01.052.223/0001-65;2005-03-18;Fundo de Ações;2005-03-14;
01.063.897/0001-65;2005-03-18;Fundo de Ações;2005-03-14;
01.069.185/0001-53;2005-03-31;Fundo de Renda Fixa;2005-03-31;
01.071.664/0001-04;2021-08-03;Fundo de Ações;2021-08-03;
01.089.597/0001-55;2005-03-14;Fundo de Ações;2005-03-11;
01.091.638/0001-48;2005-02-15;Fundo Multimercado;2005-01-31;
01.094.783/0001-82;2005-03-11;Fundo Referenciado;2005-03-01;2005-09-05
01.094.783/0001-82;2005-03-11;Fundo de Renda Fixa;2005-09-05;
01.094.797/0001-04;2005-04-14;Fundo de Renda Fixa;2005-03-31;
01.094.928/0001-45;2005-02-18;Fundo de Ações;2005-01-31;
01.094.931/0001-69;2008-04-16;Fundo de Ações;2007-09-21;
01.099.032/0001-59;2005-03-16;Fundo de Renda Fixa;2005-03-11;
01.099.040/0001-03;2005-03-18;Fundo Multimercado;2005-03-11;
01.100.306/0001-82;2004-12-09;Fundo Multimercado;2004-11-29;
01.100.309/0001-16;2005-01-13;Fundo Referenciado;2005-01-01;
01.100.310/0001-40;2005-02-04;Fundo Referenciado;2005-02-01;
01.100.314/0001-29;2004-12-09;Fundo de Renda Fixa;2004-11-29;
01.100.318/0001-07;2005-01-17;Fundo Referenciado;2005-01-01;
01.100.323/0001-10;2005-04-12;Fundo de Renda Fixa;2005-03-31;
01.103.103/0001-40;2005-03-16;Fundo Multimercado;2005-03-16;
01.105.109/0001-56;2005-03-31;Fundo Multimercado;2005-03-31;
01.107.772/0001-90;2005-03-31;Fundo de Renda Fixa;2005-03-31;
01.108.008/0001-39;2005-03-18;Fundo Referenciado;2005-03-16;2016-02-04
01.108.008/0001-39;2005-03-18;Fundo de Renda Fixa;2016-02-04;
01.108.010/0001-08;2005-03-31;Fundo de Renda Fixa;2005-03-30;
01.108.019/0001-19;2005-03-16;Fundo Referenciado;2005-03-14;2016-02-04
01.108.019/0001-19;2005-03-16;Fundo de Renda Fixa;2016-02-04;
01.111.801/0001-97;2005-03-24;Fundo Multimercado;2005-03-11;
01.111.805/0001-75;2005-03-16;Fundo de Curto Prazo;2005-03-11;
01.112.923/0001-06;2005-04-08;Fundo Multimercado;2005-03-30;2005-09-28
01.112.923/0001-06;2005-04-08;Fundo de Renda Fixa;2005-09-28;
01.114.310/0001-08;2005-04-06;Fundo de Renda Fixa;2005-03-28;
01.115.176/0001-51;2005-04-08;Fundo de Ações;2005-03-31;
01.116.818/0001-37;2005-03-21;Fundo Multimercado;2005-03-11;
01.125.892/0001-10;2005-03-08;Fundo Referenciado;2005-02-28;
01.129.004/0001-37;2005-03-21;Fundo Referenciado;2005-03-07;2005-03-21
01.129.004/0001-37;2005-03-21;Fundo de Curto Prazo;2005-03-21;2005-07-01
01.129.004/0001-37;2005-03-21;Fundo Referenciado;2005-07-01;2016-01-08
01.129.004/0001-37;2005-03-21;Fundo de Renda Fixa;2016-01-08;
01.129.991/0001-70;2005-01-12;Fundo Cambial;2005-01-01;
01.129.992/0001-14;2005-04-08;Fundo de Renda Fixa;2005-03-31;
01.135.343/0001-26;2005-03-22;Fundo de Renda Fixa;2005-03-11;
01.135.345/0001-15;2005-04-05;Fundo de Ações;2005-03-28;
01.138.469/0001-54;2005-04-12;Fundo Multimercado;2005-03-31;
01.138.485/0001-47;2005-03-24;Fundo Multimercado;2005-03-11;
01.138.487/0001-36;2005-03-23;Fundo Multimercado;2005-03-11;2005-04-04
01.138.487/0001-36;2005-03-23;Fundo Referenciado;2005-04-04;2005-10-06
01.138.487/0001-36;2005-03-23;Fundo Multimercado;2005-10-06;
01.144.348/0001-15;2005-05-27;Fundo Referenciado;2005-04-01;
01.146.536/0001-82;2005-04-06;Fundo de Renda Fixa;2005-03-28;2007-09-21
01.146.536/0001-82;2005-04-06;Fundo de Curto Prazo;2007-09-21;
01.146.542/0001-30;2005-04-06;Fundo Referenciado;2005-03-28;
01.146.543/0001-84;2005-03-08;Fundo de Renda Fixa;2005-02-28;
01.146.546/0001-18;2005-04-07;Fundo Multimercado;2005-03-28;
01.146.548/0001-07;2005-03-23;Fundo Referenciado;2005-03-11;
01.147.626/0001-98;2005-03-31;Fundo Multimercado;2005-03-18;
01.147.641/0001-36;2005-04-04;Fundo de Renda Fixa;2005-03-24;
01.147.645/0001-14;2005-03-22;Fundo Cambial;2005-03-21;
01.165.780/0001-92;2004-12-22;Fundo de Renda Fixa;2004-12-02;
01.165.781/0001-37;2004-12-22;Fundo de Renda Fixa;2004-12-02;
01.165.784/0001-70;2005-03-08;Fundo Referenciado;2005-02-28;
01.165.785/0001-15;2005-02-15;Fundo de Renda Fixa;2005-01-31;
01.165.788/0001-59;2004-12-30;Fundo de Renda Fixa;2004-12-22;
01.165.789/0001-01;2004-12-30;Fundo de Renda Fixa;2004-12-22;
01.165.790/0001-28;2005-02-15;Fundo de Renda Fixa;2005-01-31;
01.165.792/0001-17;2004-12-22;Fundo de Renda Fixa;2004-12-02;2005-02-07
01.165.792/0001-17;2004-12-22;Fundo de Curto Prazo;2005-02-07;2015-11-11
01.165.792/0001-17;2004-12-22;Fundo de Renda Fixa;2015-11-11;
01.165.793/0001-61;2005-02-15;Fundo de Renda Fixa;2005-01-31;
01.165.795/0001-50;2005-02-14;Fundo de Renda Fixa;2005-01-31;
01.165.796/0001-03;2004-12-22;Fundo de Renda Fixa;2004-12-02;
01.165.797/0001-40;2005-02-02;Fundo de Renda Fixa;2005-01-31;
01.170.579/0001-01;2005-04-15;Fundo Multimercado;2005-03-31;
01.170.961/0001-07;2005-02-01;Fundo de Renda Fixa;2005-01-28;
01.171.954/0001-20;2005-03-23;Fundo de Curto Prazo;2005-03-11;
01.171.956/0001-19;2005-03-23;Fundo Cambial;2005-03-11;
01.171.957/0001-63;2004-12-30;Fundo de Renda Fixa;2004-12-28;
01.171.963/0001-10;2005-01-25;Fundo de Renda Fixa;2005-01-11;
01.174.068/0001-50;2005-03-31;Fundo Multimercado;2005-03-22;
01.174.075/0001-51;2005-03-16;Fundo Multimercado;2005-03-16;
01.179.065/0001-09;2005-04-07;Fundo Multimercado;2005-03-31;
01.189.496/0001-56;2005-03-22;Fundo Multimercado;2005-03-11;2005-08-10
01.189.496/0001-56;2005-03-22;Fundo de Renda Fixa;2005-08-10;
01.197.545/0001-00;2005-03-23;Fundo de Renda Fixa;2005-03-11;
01.206.413/0001-90;2005-04-05;Fundo de Ações;2005-03-28;
01.214.080/0001-40;2005-03-01;Fundo Multimercado;2005-03-01;2007-08-28
01.214.080/0001-40;2005-03-01;Fundo de Renda Fixa;2007-08-28;2008-12-01
01.214.080/0001-40;2005-03-01;Fundo Multimercado;2008-12-01;
01.214.086/0001-18;2005-03-19;Fundo de Renda Fixa;2005-03-18;
01.214.088/0001-07;2005-03-17;Fundo Multimercado;2005-03-17;
01.214.092/0001-75;2005-03-10;Fundo Multimercado;2005-03-10;
01.214.094/0001-64;2005-03-18;Fundo Multimercado;2005-03-17;
01.221.890/0001-24;2005-03-29;Fundo Multimercado;2005-03-15;
01.231.931/0001-63;2005-02-15;Fundo Multimercado;2005-02-01;
01.235.124/0001-19;2005-03-04;Fundo da Dívida Externa;2005-02-28;
01.241.591/0001-51;2005-03-17;Fundo Cambial;2005-03-08;
01.252.425/0001-50;2005-03-31;Fundo Multimercado;2005-03-21;
01.253.380/0001-39;2005-01-17;Fundo de Renda Fixa;2005-01-01;
01.255.228/0001-95;2005-03-29;Fundo Multimercado;2005-01-19;
01.257.762/0001-30;2005-03-15;Fundo Multimercado;2005-03-11;
01.257.764/0001-20;2005-03-29;Fundo Multimercado;2005-03-21;
01.259.655/0001-41;2005-03-18;Fundo de Renda Fixa;2005-03-14;
01.259.660/0001-54;2005-03-18;Fundo Referenciado;2005-03-14;2016-02-04
01.259.660/0001-54;2005-03-18;Fundo de Renda Fixa;2016-02-04;
01.260.187/0001-25;2005-03-24;Fundo de Renda Fixa;2005-01-27;
01.261.720/0001-73;2005-03-21;Fundo Multimercado;2005-03-11;
01.261.723/0001-07;2005-03-16;Fundo Referenciado;2005-03-11;
01.271.827/0001-00;2005-03-16;Fundo de Renda Fixa;2005-03-08;
01.275.614/0001-49;2005-03-14;Fundo Referenciado;2005-03-11;
01.278.132/0001-42;2005-03-18;Fundo Multimercado;2005-03-09;
01.278.299/0001-03;2005-02-01;Fundo de Renda Fixa;2005-01-24;
01.284.482/0001-11;2005-03-31;Fundo de Renda Fixa;2005-03-18;2006-01-20
01.284.482/0001-11;2005-03-31;Fundo Multimercado;2006-01-20;2006-04-10
01.284.482/0001-11;2005-03-31;Fundo de Renda Fixa;2006-04-10;
01.286.999/0001-40;2005-03-22;Fundo de Renda Fixa;2005-03-14;
01.289.837/0001-65;2005-03-04;Fundo de Renda Fixa;2005-02-18;
01.290.897/0001-06;2005-03-30;Fundo Multimercado;2005-03-30;
01.290.898/0001-42;2005-02-15;Fundo Multimercado;2005-02-01;
01.307.306/0001-58;2005-03-28;Fundo Multimercado;2005-03-24;
01.309.845/0001-26;2005-03-30;Fundo Multimercado;2005-03-16;
01.323.834/0001-09;2005-03-18;Fundo de Renda Fixa;2005-03-11;
01.326.541/0001-77;2005-02-14;Fundo Multimercado;2005-01-28;
01.327.100/0001-90;2005-06-10;Fundo de Ações;2005-03-01;
01.340.605/0001-94;2005-02-28;Fundo Referenciado;2005-02-24;2008-10-22
01.340.605/0001-94;2005-02-28;Fundo de Curto Prazo;2008-10-22;2016-06-21
01.340.605/0001-94;2005-02-28;Fundo de Renda Fixa;2016-06-21;
01.353.260/0001-03;2005-04-15;Fundo de Renda Fixa;2005-03-31;2007-07-25
01.353.260/0001-03;2005-04-15;Fundo de Curto Prazo;2007-07-25;2009-09-01
01.353.260/0001-03;2005-04-15;Fundo de Renda Fixa;2009-09-01;2010-03-01
01.353.260/0001-03;2005-04-15;Fundo de Curto Prazo;2010-03-01;2016-05-11
01.353.260/0001-03;2005-04-15;Fundo de Renda Fixa;2016-05-11;
01.353.624/0001-55;2005-04-01;Fundo Multimercado;2005-03-18;
01.353.626/0001-44;2005-03-17;Fundo Multimercado;2005-03-07;
01.358.120/0001-28;2005-03-16;Fundo de Ações;2005-03-11;
01.361.072/0001-27;2005-03-22;Fundo de Renda Fixa;2005-03-11;
01.361.073/0001-71;2005-03-24;Fundo de Renda Fixa;2005-03-11;
01.361.074/0001-16;2005-03-24;Fundo de Renda Fixa;2005-03-11;
01.363.042/0001-50;2005-04-04;Fundo Multimercado;2005-03-24;2005-09-30
01.363.042/0001-50;2005-04-04;Fundo de Renda Fixa;2005-09-30;
01.368.004/0001-90;2005-03-01;Fundo Cambial;2005-02-01;
01.368.005/0001-34;2005-03-09;Fundo de Renda Fixa;2005-02-01;2005-04-26
01.368.005/0001-34;2005-03-09;Fundo Multimercado;2005-04-26;
01.373.077/0001-70;2005-02-15;Fundo Multimercado;2005-02-01;
01.375.954/0001-41;2005-03-10;Fundo Multimercado;2005-01-26;
01.380.259/0001-78;2005-04-13;Fundo de Renda Fixa;2005-03-31;2005-12-12
01.380.259/0001-78;2005-04-13;Fundo Referenciado;2005-12-12;
01.380.701/0001-66;2005-04-14;Fundo Multimercado;2005-03-31;
01.392.020/0001-18;2005-04-09;Fundo Multimercado;2005-03-31;
01.392.021/0001-62;2005-04-07;Fundo de Renda Fixa;2005-03-31;
01.394.231/0001-90;2005-02-15;Fundo Multimercado;2005-01-31;
01.394.743/0001-56;2005-04-01;Fundo Multimercado;2005-03-24;
01.394.744/0001-09;2005-04-01;Fundo Multimercado;2005-03-24;
01.396.302/0001-93;2005-04-15;Fundo de Renda Fixa;2005-04-12;
01.406.186/0001-46;2005-02-15;Fundo Multimercado;2005-02-01;
01.407.668/0001-10;2005-03-31;Fundo Cambial;2005-03-31;
01.410.032/0001-28;2005-03-03;Fundo de Renda Fixa;2005-02-25;
01.414.891/0001-95;2005-03-11;Fundo Multimercado;2005-03-11;
01.418.947/0001-80;2005-03-16;Fundo Multimercado;2005-03-11;
01.424.040/0001-23;2005-02-15;Fundo Referenciado;2005-02-01;2012-12-07
01.424.040/0001-23;2005-02-15;Fundo de Renda Fixa;2012-12-07;
01.424.041/0001-78;2005-04-08;Fundo de Renda Fixa;2005-03-31;
01.425.335/0001-14;2005-04-07;Fundo Multimercado;2005-03-29;2005-08-29
01.425.335/0001-14;2005-04-07;Fundo de Renda Fixa;2005-08-29;
01.427.211/0001-78;2005-04-08;Fundo Multimercado;2005-03-31;2008-02-08
01.427.211/0001-78;2005-04-08;Fundo de Curto Prazo;2008-02-08;
01.430.938/0001-04;2005-03-10;Fundo Cambial;2005-03-10;
01.433.414/0001-77;2005-03-08;Fundo Referenciado;2005-02-24;2016-01-26
01.433.414/0001-77;2005-03-08;Fundo de Renda Fixa;2016-01-26;
01.434.078/0001-87;2005-04-08;Fundo Referenciado;2005-03-29;2006-05-29
01.434.078/0001-87;2005-04-08;Fundo de Curto Prazo;2006-05-29;2015-01-16
01.434.078/0001-87;2005-04-08;Fundo de Renda Fixa;2015-01-16;
01.435.295/0001-91;2005-01-17;Fundo Referenciado;2005-01-01;
01.436.943/0001-24;2005-03-24;Fundo de Renda Fixa;2005-03-15;
01.452.422/0001-60;2005-03-24;Fundo de Renda Fixa;2005-03-15;
01.452.423/0001-05;2005-02-15;Fundo de Renda Fixa;2005-02-01;
01.452.621/0001-79;2005-04-08;Fundo Multimercado;2005-03-28;
01.464.595/0001-07;2005-04-15;Fundo Cambial;2005-03-31;
01.465.733/0001-64;2005-01-13;Fundo de Ações;2005-01-01;
01.465.734/0001-09;2005-01-12;Fundo de Ações;2005-01-01;
01.471.219/0001-31;2005-02-15;Fundo Referenciado;2005-02-01;
01.474.512/0001-52;2005-03-15;Fundo Referenciado;2005-03-11;
01.476.186/0001-12;2005-04-15;Fundo Referenciado;2005-03-31;
01.481.656/0001-36;2005-03-25;Fundo Referenciado;2005-03-16;
01.490.766/0001-64;2005-03-15;Fundo Referenciado;2005-03-14;2016-02-04
01.490.766/0001-64;2005-03-15;Fundo de Renda Fixa;2016-02-04;
01.496.500/0001-29;2005-02-15;Fundo Multimercado;2005-02-01;
01.496.501/0001-73;2005-02-15;Fundo Multimercado;2005-02-01;
01.496.940/0001-86;2005-04-08;Fundo de Ações;2005-03-28;2017-03-07
01.496.940/0001-86;2005-04-08;Fundo de Ações;2017-03-07;
01.498.753/0001-31;2005-03-16;Fundo de Curto Prazo;2005-03-11;
01.498.756/0001-75;2005-03-21;Fundo Multimercado;2005-03-11;2015-06-09
01.498.756/0001-75;2005-03-21;Fundo de Renda Fixa;2015-06-09;
01.504.098/0001-87;2005-01-07;Fundo de Renda Fixa;2004-12-27;
01.504.105/0001-40;2005-04-07;Fundo Multimercado;2005-03-25;
01.508.151/0001-18;2005-03-30;Fundo Referenciado;2005-03-16;2005-11-07
01.508.151/0001-18;2005-03-30;Fundo de Renda Fixa;2005-11-07;
01.508.152/0001-62;2005-03-31;Fundo de Renda Fixa;2005-03-18;
01.508.153/0001-07;2005-03-05;Fundo Multimercado;2005-02-28;
01.508.155/0001-04;2005-03-05;Fundo Multimercado;2005-02-28;
01.513.180/0001-78;2005-03-18;Fundo Multimercado;2005-03-09;
01.519.697/0001-74;2005-04-08;Fundo de Ações;2005-03-28;
01.525.057/0001-77;2004-12-22;Fundo de Ações;2004-12-02;
01.531.571/0001-15;2005-03-24;Fundo Multimercado;2005-03-21;
01.536.187/0001-05;2005-03-14;Fundo de Renda Fixa;2005-03-11;
01.536.195/0001-51;2005-04-13;Fundo Multimercado;2005-03-31;
01.536.197/0001-40;2005-03-22;Fundo Referenciado;2005-03-11;
01.536.201/0001-70;2005-03-18;Fundo Multimercado;2005-03-11;
01.536.204/0001-04;2005-03-22;Fundo Multimercado;2005-03-11;
01.537.488/0001-53;2005-03-14;Fundo Multimercado;2005-03-11;2005-06-01
01.537.488/0001-53;2005-03-14;Fundo de Ações;2005-06-01;
01.537.493/0001-66;2005-04-15;Fundo Multimercado;2005-03-31;
01.538.345/0001-66;2007-10-05;Fundo Multimercado;2007-10-05;
01.540.778/0001-56;2005-03-22;Fundo de Renda Fixa;2005-03-11;
01.541.649/0001-82;2005-03-23;Fundo Multimercado;2005-03-11;
01.543.332/0001-85;2005-04-15;Fundo Multimercado;2005-03-31;
01.543.333/0001-20;2005-04-15;Fundo Multimercado;2005-03-31;
01.546.259/0001-03;2005-04-15;Fundo de Renda Fixa;2005-03-31;2006-05-29
01.546.259/0001-03;2005-04-15;Fundo Multimercado;2006-05-29;
01.549.381/0001-25;2005-03-15;Fundo Multimercado;2005-03-04;
01.551.112/0001-01;2005-02-14;Fundo Cambial;2005-01-28;
01.551.116/0001-81;2005-02-14;Fundo de Renda Fixa;2005-01-28;
01.553.455/0001-05;2008-03-05;Fundo de Renda Fixa;2008-03-03;
01.554.684/0001-36;2005-03-18;Fundo de Renda Fixa;2005-03-11;2008-05-02
01.554.684/0001-36;2005-03-18;Fundo Referenciado;2008-05-02;
01.554.836/0001-09;2005-01-25;Fundo de Renda Fixa;2005-01-10;2005-10-21
01.554.836/0001-09;2005-01-25;Fundo Referenciado;2005-10-21;
01.554.837/0001-45;2005-03-09;Fundo Referenciado;2005-02-25;
01.554.876/0001-42;2005-02-15;Fundo de Renda Fixa;2005-02-01;
01.561.079/0001-92;2005-03-15;Fundo Referenciado;2005-03-14;2016-02-04
01.561.079/0001-92;2005-03-15;Fundo de Renda Fixa;2016-02-04;
01.562.582/0001-62;2005-04-06;Fundo de Renda Fixa;2005-03-28;
01.562.963/0001-41;2005-03-10;Fundo de Renda Fixa;2005-02-28;2018-12-19
01.562.963/0001-41;2005-03-10;Fundo Multimercado;2018-12-19;2022-01-07
01.562.963/0001-41;2005-03-10;Fundo de Renda Fixa;2022-01-07;
01.563.480/0001-61;2005-04-15;Fundo de Renda Fixa;2005-03-31;
01.565.499/0001-47;2005-03-28;Fundo Multimercado;2005-03-17;
01.569.618/0001-30;2004-12-13;Fundo Referenciado;2004-11-29;2016-04-11
01.569.618/0001-30;2004-12-13;Fundo de Renda Fixa;2016-04-11;
01.569.619/0001-84;2005-01-14;Fundo Referenciado;2005-01-01;
01.569.620/0001-09;2005-01-13;Fundo de Curto Prazo;2005-01-01;
01.570.693/0001-10;2005-03-24;Fundo de Renda Fixa;2005-03-16;
01.571.236/0001-40;2005-04-15;Fundo Multimercado;2005-03-31;
01.571.478/0001-34;2005-04-12;Fundo de Renda Fixa;2005-03-28;
01.575.639/0001-68;2005-03-14;Fundo Multimercado;2005-03-14;2007-06-22
01.575.639/0001-68;2005-03-14;Fundo de Renda Fixa;2007-06-22;
01.575.640/0001-92;2005-04-08;Fundo Multimercado;2005-03-30;2010-06-28
01.575.640/0001-92;2005-04-08;Fundo de Ações;2010-06-28;
01.576.619/0001-01;2005-03-16;Fundo Multimercado;2005-03-07;
01.578.474/0001-88;2005-03-21;Fundo de Ações;2005-03-12;
01.578.476/0001-77;2005-04-07;Fundo de Ações;2005-03-31;
01.580.114/0001-10;2004-12-09;Fundo de Ações;2004-11-29;
01.587.403/0001-41;2005-04-20;Fundo Referenciado;2005-04-15;2016-06-15
01.587.403/0001-41;2005-04-20;Fundo de Renda Fixa;2016-06-15;
01.589.071/0001-34;2005-03-16;Fundo Referenciado;2005-03-07;
01.589.840/0001-02;2005-04-08;Fundo Referenciado;2005-03-30;
01.590.019/0001-06;2005-04-05;Fundo de Ações;2005-03-28;
01.591.605/0001-67;2005-02-15;Fundo Referenciado;2005-02-01;2016-06-28
01.591.605/0001-67;2005-02-15;Fundo de Renda Fixa;2016-06-28;
01.592.032/0001-96;2005-04-05;Fundo de Renda Fixa;2005-03-28;2007-05-09
01.592.032/0001-96;2005-04-05;Fundo Multimercado;2007-05-09;
01.592.839/0001-29;2006-01-30;Fundo de Renda Fixa;2006-01-24;
01.592.899/0001-41;2006-01-30;Fundo de Renda Fixa;2006-01-24;
01.594.059/0001-18;2005-03-14;Fundo Cambial;2005-03-11;
01.595.245/0001-71;2005-01-13;Fundo de Ações;2005-01-01;
01.595.247/0001-60;2005-04-15;Fundo Multimercado;2005-03-31;
01.595.369/0001-57;2007-05-21;Fundo de Ações;2007-05-10;
01.595.621/0001-28;2005-03-18;Fundo de Renda Fixa;2005-03-07;
01.597.021/0001-07;2005-03-24;Fundo Multimercado;2005-03-21;
01.597.187/0001-15;2005-03-16;Fundo Referenciado;2005-03-07;2016-03-02
01.597.187/0001-15;2005-03-16;Fundo de Renda Fixa;2016-03-02;
01.597.189/0001-04;2005-04-07;Fundo Multimercado;2005-03-29;2005-08-29
01.597.189/0001-04;2005-04-07;Fundo de Renda Fixa;2005-08-29;
01.597.275/0001-17;2005-03-17;Fundo de Renda Fixa;2005-03-08;
01.597.486/0001-50;2005-02-18;Fundo de Renda Fixa;2005-02-18;
01.597.964/0001-21;2005-04-19;Fundo Multimercado;2005-04-15;2016-03-21
